"cfda_program_num","cfda_program_title","agency_code","recipient_county_code","recipient_state_code","recipient_country_code","assistance_type","fiscal_year","asst_cat_type","recip_cat_type","fed_funding_amount","non_fed_funding_amount","total_funding_amount","face_loan_guran","orig_sub_guran","agency_name","assistance_type_name","recip_cat_type_name"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","161","KY","USA","06","2016","d","g",55461,0,55461,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","161","MI","USA","06","2016","d","g",1260527,0,1260527,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","161","MO","USA","06","2016","d","g",553198,0,553198,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","161","NC","USA","06","2016","d","g",1116357,0,1116357,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","IA","USA","06","2016","d","g",523721,0,523721,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","IL","USA","06","2016","d","g",2239845,0,2239845,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","IN","USA","06","2016","d","g",1377626,0,1377626,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","MI","USA","06","2016","d","g",12209207,0,12209207,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","MO","USA","06","2016","d","g",1629539,0,1629539,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","NE","USA","06","2016","d","g",33441,0,33441,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","OH","USA","06","2016","d","g",111495,0,111495,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","TN","USA","06","2016","d","g",1032465,0,1032465,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","163","TX","USA","06","2016","d","g",82485,0,82485,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","165","IL","USA","06","2016","d","g",84263,0,84263,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","165","MI","USA","06","2016","d","g",13403,0,13403,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","165","MO","USA","06","2016","d","g",70123,0,70123,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","165","NC","USA","06","2016","d","g",833361,0,833361,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","165","OH","USA","06","2016","d","g",614875,0,614875,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","167","IL","USA","06","2016","d","g",1904355,0,1904355,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","167","IN","USA","06","2016","d","g",667952,0,667952,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","167","NC","USA","06","2016","d","g",214624,0,214624,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","167","OH","USA","06","2016","d","g",310316,0,310316,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","167","TX","USA","06","2016","d","g",2767758,0,2767758,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","169","KS","USA","06","2016","d","g",183132,0,183132,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","169","MN","USA","06","2016","d","g",98914,0,98914,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","169","MO","USA","06","2016","d","g",261758,0,261758,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","169","OH","USA","06","2016","d","g",665605,0,665605,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","169","VA","USA","06","2016","d","g",118856,0,118856,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","173","IL","USA","06","2016","d","g",10568,0,10568,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","173","KS","USA","06","2016","d","g",2068338,0,2068338,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","173","OH","USA","06","2016","d","g",68013,0,68013,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","173","VA","USA","06","2016","d","g",155848,0,155848,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","175","IA","USA","06","2016","d","g",718039,0,718039,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","177","IN","USA","06","2016","d","g",201798,0,201798,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","177","KS","USA","06","2016","d","g",1057445,0,1057445,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"14.871 ","Section 8 Housing Choice Vouchers                                         ","8635","177","MO","USA","06","2016","d","g",113670,0,113670,0,0," DEPT OF HOUSING AND URBAN DEV","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
